mention,best_cui,best_name,mapped
underlying fibrosis,C0016059,Fibrosis,True
underlying fluid overload,C0546817,Fluid overload,True
underlying hemorrhage,C0019080,Hemorrhage,True
underlying hypertension,C0020538,Hypertension,True
underlying infection,C0749769,underlying infection,True
underlying infectious,C0009450,Infectious,True
underlying infectious infiltrate,C0332448,Infiltrate,True
underlying infectious process,C0745283,Infectious process,True
underlying infiltrate,C0332448,Infiltrate,True
underlying injury,C3263722,Injury,True
underlying lesion,C0221198,Lesion,True
underlying lesions,C0221198,Lesions,True
underlying lungs,C0024109,Lung,True
underlying lymph nodes,C0024204,Lymph Nodes,True
underlying lymphadenopathy,C0497156,Lymphadenopathy,True
underlying malignancy,C0006826,Malignancy,True
underlying mass,C0577559,Mass,True
underlying mass lesion,C0221198,Lesion,True
underlying mild,C4722602,Underlying,True
underlying neoplasm,C1882062,Neoplasm,True
underlying nodule,C0028259,Nodule,True
underlying obstructive,C0549186,Obstructive,True
underlying opacities,C0029053,opacities,True
underlying parenchyma,C0933845,Parenchyma,True
underlying pathologic process,C0030660,Pathologic Process,True
underlying pattern,C0449774,Pattern,True
underlying pneumonia,C0032285,Pneumonia,True
underlying problem,C0033213,Problem,True
underlying process,C4521054,Process,True
underlying pulmonary edema,C0034063,Pulmonary edema,True
underlying pulmonary hypertension,C0020542,Pulmonary hypertension,True
underlying pulmonary lesion,C0221198,Lesion,True
underlying resection,C0015252,Resection,True
underlying residual disease,C0543478,Residual Disease,True
underlying rounded structure,C0678594,Structure,True
underlying sarcoid,C0036202,sarcoid,True
underlying scarring,C2004491,Scarring,True
underlying severe emphysema,C0013990,Emphysema,True
underlying small,C4722602,Underlying,True
underlying streaky opacities,C0029053,opacities,True
underlying tension,C0233494,Tension,True
underlying traction bronchiectasis,C0264361,Traction bronchiectasis,True
underlying trauma board,C1948070,Board,True
underlying viral,C0521026,Viral,True
underlying volume loss,C5890125,Loss,True
underlying worsening,C0332271,Worsening,True
underneath the structure,C0678594,Structure,True
underside,C5706869,Underside,True
undesired positioning,C0733755,Positioning,True
undetermined,C0205258,undetermined,True
undetermined age,C0162574,AGE,True
undiagnosed,C1408353,Undiagnosed,True
undisplaced,C0443336,Undisplaced,True
unequivocal,C4053896,Unequivocal,True
unexpected,C4055646,Unexpected,True
unexpected course,C0750729,Course,True
unexplained,C4288071,Unexplained,True
unfavorable,C3640815,Unfavorable,True
unfavorable change,C0392747,Change,True
unidentified,C1457901,UNIDENTIFIED,True
uniform,C0205375,Uniform,True
uniform distribution,C1710545,Uniform Distribution,True
uniform opacification,C0449584,Opacification,True
uniformly opaque,C0029053,opaque,True
uniformly thick wall,C0677535,Wall,True
unilateral,C0205092,Unilateral,True
unilateral pulmonary,C4522268,Pulmonary,True
uninflated tube,C0175730,Tube,True
uninterpretable,C3897243,Uninterpretable,True
unit,C3853603,Unit,True
unknown,C1549105,Unknown,True
unknown acuity,C0750509,acuity,True
unknown age,C3846629,Unknown age,True
unknown chronicity,C0547045,Chronicity,True
unknown location,C1515974,Location,True
unlikely,C0750558,Unlikely,True
unrecognized,C4288068,Unrecognized,True
unrelated,C0445356,Unrelated,True
unremarkable,C0205307,Unremarkable,True
unremarkable course,C0750729,Course,True
unremarkable position,C0733755,Position,True
unresolved,C0443342,Unresolved,True
unresponsive,C0237284,Unresponsive,True
unstable,C0443343,Unstable,True
unstable pseudoaneurysm,C1510412,Pseudoaneurysm,True
unsuccessful,C1272705,Unsuccessful,True
untreated,C0332155,untreated,True
unusual,C2700116,Unusual,True
unusual appearance,C0233426,Appearance,True
unusual artifact,C0085089,Artifact,True
unusual configuration,C0449830,Configuration,True
unusual course,C0750729,Course,True
unusual line,C0205132,Line,True
unusual orientation,C0029266,Orientation,True
unusual round shape,C0522512,Shape,True
unusual shape,C0522512,Shape,True
unusually dense,C0439794,Dense,True
unusually high,C5202936,High,True
unusually peripheral location,C1515974,Location,True
unusually shaped,C0332479,shaped,True
unusually sharp,C1444775,Sharp,True
unusually sharply defined,C3539106,Defined,True
up,C0547043,Up,True
up are,C0547043,Up,True
up catheter,C0085590,Catheter,True
up cough tube,C0175730,Tube,True
up of 2 possible,C0332149,Possible,True
up of tube,C0175730,Tube,True
up of tube tip,C1705504,TIP,True
up other stigmata,C0277787,Stigmata,True
up to possible,C0332149,Possible,True
up tube,C0175730,Tube,True
upper,C5702598,Upper,True
upper %,C5702598,Upper,True
upper - lobe,C0225756,Upper Lobe,True
upper - mid,C0444598,Mid,True
upper - most svc,C0231957,svc,True
upper - to - mid,C0444598,Mid,True
upper - to - mid lumbar spine,C0037949,Spine,True
upper - to - mid lung,C4037972,Lung,True
upper / mid,C0444598,Mid,True
upper / mid svc,C0231957,svc,True
upper 2,C0227033,2,True
upper abdomen,C0230165,Upper Abdomen,True
upper abdominal,C0000726,abdominal,True
upper abdominal aorta,C0003484,Abdominal aorta,True
upper abdominal wall,C0836916,Abdominal Wall,True
upper airway,C0458578,Upper Airway,True
upper and lower lobes,C0796494,lobes,True
upper and mid thoracic spine,C0037949,Spine,True
upper anterior,C0441999,Upper anterior,True
upper arm,C0446516,Upper Arm,True
upper aspect,C1879746,Aspect,True
upper aspect of the cuff,C3668885,Cuff,True
upper aspect of the exam,C0582103,Exam,True
upper aspect of the image,C1846009,IMAGE,True
upper atrium,C0018792,Atrium,True
upper back,C0230101,Upper back,True
upper body,C1268087,Upper body,True
upper chest,C0446469,upper chest,True
upper chest level,C0456079,Level,True
upper chest wall,C4322849,Upper chest wall,True
upper clavicles,C0008913,Clavicles,True
upper clavicular,C0008913,Clavicular,True
upper clavicular level,C0456079,Level,True
upper component,C0449432,Component,True
upper dilated esophagus,C0014876,Esophagus,True
upper drainage,C2926602,Drainage,True
upper drainage tube,C0175730,Tube,True
upper edge,C0205154,Edge,True
upper edge of the image,C1846009,IMAGE,True
upper elementary,C1282910,Upper,True
upper elementary drain,C0180499,Drain,True
upper elementary drainage,C2926602,Drainage,True
upper elementary tube,C0175730,Tube,True
upper end,C2746065,End,True
upper enteric,C1304890,Enteric,True
upper enteric drain,C0180499,Drain,True
upper enteric drainage catheter,C0085590,Catheter,True
upper enteric drainage tube,C0175730,Tube,True
upper enteric drainage tubes,C1704474,Tubes,True
upper enteric gastric drainage tube,C0175730,Tube,True
upper enteric tube,C0175730,Tube,True
upper esophageal,C1522619,Esophageal,True
upper esophageal drainage tube,C0175730,Tube,True
upper esophagus,C0014876,Esophagus,True
upper extremity,C1140618,Upper extremity,True
upper fundus,C0016823,Fundus,True
upper gi,C0203057,Upper GI,True
upper gi drainage tube,C0175730,Tube,True
upper gi drainage tubes,C1704474,Tubes,True
upper half,C2825407,Half,True
upper hemi thorax,C0817096,Thorax,True
upper hemithorax,C0929184,Upper hemithorax,True
upper ivc,C4085887,IVC,True
upper lateral,C0205093,Lateral,True
upper lateral chest wall,C0205076,Chest wall,True
upper lateral wall,C0677535,Wall,True
upper left hemi thorax,C0817096,Thorax,True
upper level,C0456079,Level,True
upper limit,C0439801,Limit,True
upper limits,C0439801,limits,True
upper limits normal,C1550457,Normal,True
upper limits of normal,C1550457,Normal,True
upper liver,C0023884,Liver,True
upper lobe,C0225756,Upper Lobe,True
upper lobe pulmonary vascular,C0005847,Vascular,True
upper lobe pulmonary vessels,C0005847,vessels,True
upper lobe vascular,C0005847,Vascular,True
upper lobe vein,C0042449,Vein,True
upper lobe vessels,C0005847,vessels,True
upper lobes,C0796494,lobes,True
upper loculation,C1282910,Upper,True
upper lumbar spine,C0037949,Spine,True
upper lumbar vertebral,C0549207,Vertebral,True
upper lung,C4037972,Lung,True
upper lung zones,C1282910,Upper,True
upper margin,C0205284,Margin,True
upper margin of the cuff,C3668885,Cuff,True
upper margin of the study,C0557651,Study,True
upper mediastinal,C0025066,Mediastinal,True
upper mediastinum,C0025066,Mediastinum,True
upper mid,C0444598,Mid,True
upper midline,C0549183,Midline,True
upper midline chest,C0817096,Chest,True
upper more than mid to lower,C0444598,Mid,True
upper most gastric fundus,C0017129,Gastric Fundus,True
upper most part,C1709471,Part,True
upper most portion,C0449719,Portion,True
upper neck,C0027530,Neck,True
upper non - distended,C4082695,Distended,True
upper normal limits,C0442816,Normal limits,True
upper part,C1709471,Part,True
upper parts,C0449719,parts,True
upper pole,C0935623,Pole,True
upper portion,C0449719,Portion,True
upper range,C3542016,Range,True
upper region,C0205147,Region,True
upper rib,C0035561,Rib,True
upper right,C3840904,Upper right C,True
upper right abdomen,C0230168,Abdomen,True
upper right atrium,C0018792,Atrium,True
upper right lung,C4037972,Lung,True
upper right mainstem bronchus,C0006255,Bronchus,True
upper right neck,C0027530,Neck,True
upper small bowel,C0021853,Bowel,True
upper sternal body,C0444584,Body,True
upper stomach,C3714551,Stomach,True
upper superior vena cava,C0042460,Vena Cava,True
upper svc,C0231957,svc,True
upper third,C0442049,Upper third,True
upper thoracic,C0817096,Thoracic,True
upper thoracic spine,C0037949,Spine,True
upper thoracic trachea,C0040578,Trachea,True
upper thoracic vertebrae,C0039987,Thoracic Vertebrae,True
upper thoracostomy tube,C0175730,Tube,True
upper tip mid svc,C0231957,svc,True
upper to mid,C0444598,Mid,True
upper to mid abdomen,C0230168,Abdomen,True
upper to mid lung,C4037972,Lung,True
upper to mid lungs,C0024109,Lung,True
upper to mid parts,C0449719,parts,True
upper to mid svc,C0231957,svc,True
upper to middle parts,C0449719,parts,True
upper trachea,C0040578,Trachea,True
upper tracheal,C0040578,Tracheal,True
upper tube,C0175730,Tube,True
upper tube components,C0449432,components,True
upper two wires,C0005978,Wires,True
upper ureter,C5205399,Upper Ureter,True
upper zone,C1710706,Zone,True
upper zone re - distribution,C0037775,Distribution,True
upper zone vessels,C0005847,vessels,True
upper zones,C1282910,Upper,True
uppermost,C1282910,Uppermost,True
uppermost aspect,C1879746,Aspect,True
uppermost cutaneous,C4521174,Cutaneous,True
uppermost level,C0456079,Level,True
uppermost part,C1709471,Part,True
uppermost parts,C0449719,parts,True
uppermost portion,C0449719,Portion,True
uppermost right atrium,C0018792,Atrium,True
uppermost svc,C0231957,svc,True
uppermost wire,C0005978,Wire,True
upright,C0522015,Upright,True
upright position,C0231472,Upright Position,True
upright positioning,C0733755,Positioning,True
uptake portion,C0449719,Portion,True
upturned configuration,C0449830,Configuration,True
upward,C1282911,Upward,True
upward bowing,C0544755,Bowing,True
upward course,C0750729,Course,True
upward displacement,C0333045,Upward displacement,True
upward migrated,C0232902,migrated,True
upward migration,C1533574,Migration,True
upward retraction,C0332523,Retraction,True
upward turned,C0541749,turned,True
upwards shift,C0333051,Shift,True
ureter,C0041951,Ureter,True
ureteral,C0041951,Ureteral,True
ureteral pelvic urinary,C0042027,URINARY,True
urged in diameter,C1301886,Diameter,True
urgent,C0439609,Urgent,True
urgent tube,C0175730,Tube,True
usual,C3538928,Usual,True
usual shape,C0522512,Shape,True
vac,C5779650,VAC,True
vagal nerve,C0027740,Nerve,True
vague,C0205408,Vague,True
vague area,C0017446,Area,True
vague areas,C0205146,areas,True
vague densities,C0178587,densities,True
vague density,C0178587,Density,True
vague hazy opacities,C0029053,opacities,True
vague increase,C0442805,Increase,True
vague nodular focus,C0205234,Focus,True
vague opacification,C0449584,Opacification,True
vague opacities,C0029053,opacities,True
vague opacity,C1265876,Opacity,True
vague region,C0205147,Region,True
vague rounded densities,C0178587,densities,True
vague scattered opacities,C0029053,opacities,True
vague streaky opacities,C0029053,opacities,True
vaguely visualized,C0234621,Visualized,True
vagus,C0042276,Vagus,True
valleculae,C0227157,Structure of vallecula of epiglottis,True
valley,C0563004,Valley,True
valve,C1186983,valve,True
valve plane,C0444660,Plane,True
valve replacement,C5239551,Valve Replacement,True
valves,C1186983,valves,True
variability,C2827666,Variability,True
variable,C0439828,Variable,True
variable degrees,C0449286,degrees,True
variable in extent,C0439792,Extent,True
variable intensity,C0522510,intensity,True
variable opacification,C0449584,Opacification,True
variant,C0205419,Variant,True
variants,C0205419,variants,True
variation,C0205419,Variation,True
variations,C0205419,variations,True
varicella,C0008049,Varicella,True
varices,C0042345,Varices,True
varied in severity,C0439793,Severity,True
varied in size,C0456389,Size,True
varies,C1548673,Varies,True
variety,C1883525,Variety,True
variety of factors,C1257900,Colicin Plasmids,True
various,C0440102,Various,True
various indwelling support,C0183683,Support,True
various lines,C1548328,Lines,True
various sizes,C0456389,SIZES,True
various stages,C1306673,Stages,True
various stages of healing,C0043240,Healing,True
various support,C0183683,Support,True
various support tubes,C1704474,Tubes,True
varus angulation,C0432593,Varus angulation,True
varying age,C0162574,AGE,True
varying degrees,C0449286,degrees,True
varying extent,C0439792,Extent,True
varying sizes,C0456389,SIZES,True
vascular,C0005847,Vascular,True
vascular catheter,C0441134,Vascular catheter,True
vascular catheters,C0441134,Vascular Catheters,True
vascular clips,C0179992,vascular clips,True
vascular detail,C1522508,Detail,True
vascular etiology,C1524003,Etiology,True
vascular line,C0700221,Vascular line,True
vascular pedicle,C0456605,Pedicle,True
